lexid,filename,word,sentence
vi3a,pt1455.xml,biBemi,"['nanu', 'aham', 'ataH', 'tvattaH', 'biBemi']"
noun_ctp7,pt846.xml,pAruzyam,"['striyaH', 'akzAH', 'mfgayA', 'pAnam', 'vAk', 'pAruzyam', 'ca', 'paYcamam', 'mahat', 'ca', 'daRqa', 'pAruzyam', 'arTa', 'dUzaRam', 'eva', 'ca']"
noun_ctp7,pt746.xml,apavAde,"['sam', 'digDe', 'para', 'loke', 'jana', 'apavAde', 'ca', 'jagati', 'bahu', 'citre', 'sva', 'aDIne', 'para', 'ramaRe', 'DanyAH', 'tAruRya', 'Pala', 'BAjaH']"
gerundive_ya_caus,pt1309.xml,jYApyam,"['tat', 'vi', 'jYApyam', 'idam']"
adj_cbv,pt1643.xml,kAyaH,"['mada', 'Srama', 'nidrA', 'parIta', 'kAyaH', 'yadA', 'nf', 'patiH', 'Bavati', 'tadA', 'niBftam', 'pAdayoH', 'tvayA', 'daMzwavyaH', 'etO', 'deSa', 'kAlO']"
adj_cbv,pt1004.xml,aBimuKI,"['aTa', 'sA', 'vAyasI', 'kanaka', 'sUtram', 'ekam', 'A', 'dAya', 'sva', 'vfzA', 'aBimuKI', 'pra', 'tasTe']"
gerundive_ya_cau,pt1226.xml,jYapyam,"['kim', 'cit', 'vi', 'jYapyam', 'asti']"
noun_ctp2,pt1145.xml,pUrvam,"['damBena', 'api', 'niScaya', 'pUrvam', 'suprayuktena', 'kArya', 'sidDiH', 'iti']"
noun_ctp2,pt1124.xml,gatam,"['sa', 'ca', 'siMhaH', 'ati', 'mUrKatayA', 'AtmanaH', 'pratibimbam', 'jala', 'maDya', 'gatam', 'dfzwvA', 'siMha', 'nAdam', 'mumoca']"
pfp. [2],mbh03_14426.xml,darSanIyAm,"['aTa', 'apaSyat', 'kanyAm', 'parama', 'rUpa', 'darSanIyAm', 'puzpARi', 'ava', 'cinvatIm', 'gAyantIm', 'ca']"
prap[5],pt608.xml,SfRvan,"['a', 'SfRvan', 'api', 'bodDavyaH', 'mantriBiH', 'pfTivI', 'patiH', 'yaTA', 'sva', 'doza', 'nASAya', 'vidureRa', 'ambikA', 'sutaH']"
prap[5],pt182.xml,cinvantaH,"['kopa', 'prasAda', 'vastUni', 'vi', 'cinvantaH', 'samIpa', 'gAH', 'A', 'rohanti', 'SanEH', 'BftyAH', 'Dunvantam', 'api', 'pArTivam']"
ppr. [2] ac.,mbh12_25959.xml,sat,"['na', 'sat', 'AsIt', 'na', 'a', 'sat', 'AsIt']"
ppr. [2] ac.,mbh12_25954.xml,sati,"['na', 'rAtryAm', 'na', 'divase', 'na', 'sati', 'na', 'a', 'sati', 'na', 'vi', 'akte', 'na', 'a', 'vi', 'akte', 'vi', 'ava', 'sTite']"
pp.,mbh12_26053.xml,sfte,"['tasya', 'parama', 'Atmani', 'ava', 'sfte', 'tAni', 'asTIni', 'DAtA', 'sam', 'gfhya', 'vajram', 'akarot']"
pp.,mbh03_14608.xml,muditaH,"['tataH', 'sa', 'rAjA', 'muditaH', 'baBUva', 'vAmyO', 'ca', 'asmE', 'sam', 'pra', 'dadO', 'pra', 'namya']"
ca. pp.,mbh12_26003.xml,bAhuH,"['aSvinoH', 'graha', 'pratizeDa', 'ud', 'yata', 'vajrasya', 'puraMdarasya', 'cyavanena', 'stamBitaH', 'bAhuH']"
ppp,pt1140.xml,kfte,"['kfte', 'viniScaye', 'puMsAm', 'devAH', 'yAnti', 'sahAyatAm', 'vizRuH', 'cakram', 'garutmAn', 'ca', 'kOlikasya', 'yaTA', 'Ahave']"
ppp,pt251.xml,ucitaH,"['kanaka', 'BUzaRa', 'saNgrahaRa', 'ucitaH', 'yadi', 'maRiH', 'trapuRi', 'prati', 'baDyate', 'na', 'sa', 'vi', 'rOti', 'na', 'ca', 'api', 'na', 'SoBate', 'Bavati', 'yojayituH', 'vacanIyatA']"
pron_rel,pt656.xml,yat,"['yat', 'kAraRam', 'niHsaNgatA', 'yatInAm', 'pra', 'Sasyate', 'tava', 'mama', 'api', 'ca']"
pron_rel,pt1889.xml,yasmin,"['yasmin', 'kule', 'yaH', 'puruzaH', 'praDAnaH', 'sadA', 'eva', 'yatnena', 'sa', 'rakzaRIyaH', 'tasmin', 'vinazwe', 'hi', 'kulam', 'vinazwam', 'na', 'nABi', 'BaNge', 'hi', 'arakAH', 'vahanti']"
vt1m,pt734.xml,Ikzate,"['saKi', 'sa', 'deva', 'dattaH', 'tasmin', 'sTAne', 'prati', 'Ikzate']"
vt1m,pt1041.xml,lakzyate,"['nfpa', 'dIpaH', 'Dana', 'sneham', 'prajAByaH', 'san', 'gfhan', 'api', 'antara', 'sTEH', 'guREH', 'SuBrEH', 'lakzyate', 'na', 'eva', 'kena', 'cit']"
vt7a,pt784.xml,Sizyeta,"['uSanA', 'veda', 'yat', 'SAstram', 'yat', 'ca', 'veda', 'bfhaspatiH', 'strI', 'budDyA', 'na', 'vi', 'Sizyeta', 'tasmAt', 'rakzyAH', 'kaTam', 'hi', 'tAH']"
vt7a,pt1327.xml,pinazwi,"['sura', 'ari', 'saNGAta', 'ni', 'pIta', 'SoRitam', 'na', 'cakram', 'ut', 'muYcati', 'mAnuze', 'hariH', 'kareRa', 'yena', 'pra', 'pinazwi', 'kuYjarAn', 'na', 'tena', 'siMhaH', 'maSakAn', 'pra', 'bADyate']"
prmp_cau,pt1574.xml,jYapyamAnAH,"['aTa', 'budDa', 'prakAram', 'vi', 'jYapyamAnAH', 'deva', 'pAdAH', 'asmat', 'vacanam', 'an', 'A', 'dftya', 'kAmataH', 'pra', 'vartante']"
vt9a,pt819.xml,baDyate,"['BoH', 'anyAyena', 'eza', 'varAkaH', 'nApitaH', 'baDyate', 'sADu', 'samAcAraH']"
noun_cbv,pt61.xml,Adi,"['tataH', 'pra', 'Aptasya', 'sataH', 'rakzaRa', 'vi', 'varDana', 'upayoga', 'Adi', 'kAryam']"
cd,mbh12_25998.xml,purARa,"['veda', 'purARa', 'itihAsa', 'prAmARyAt', 'nArAyaRa', 'muKa', 'ut', 'gatAH', 'sarva', 'AtmAnaH', 'sarva', 'kartAraH', 'sarva', 'BAvanAH', 'ca', 'brAhmaRAH']"
cd,mbh12_26052.xml,duHKa,"['aTa', 'daDIcaH', 'taTA', 'eva', 'a', 'vimanAH', 'suKa', 'duHKa', 'samaH', 'mahA', 'yogI', 'AtmAnam', 'sam', 'DAya', 'SarIra', 'parityAgam', 'cakAra']"
noun_cdi,pt1643.xml,kAlO,"['mada', 'Srama', 'nidrA', 'parIta', 'kAyaH', 'yadA', 'nf', 'patiH', 'Bavati', 'tadA', 'niBftam', 'pAdayoH', 'tvayA', 'daMzwavyaH', 'etO', 'deSa', 'kAlO']"
noun_cdi,pt1563.xml,sarpARAm,"['vyAGra', 'vAnara', 'sarpARAm', 'iti']"
vt2am,pt633.xml,brUyAt,"['niHspfhaH', 'na', 'aDikArI', 'syAt', 'na', 'a', 'kAmI', 'maRqana', 'priyaH', 'na', 'a', 'vi', 'dagDaH', 'priyam', 'brUyAt', 'sPuwa', 'vaktA', 'na', 'vaYcakaH']"
vt2am,pt1524.xml,abravIt,"['evam', 'ca', 'cittena', 'ava', 'DAryA', 'abravIt']"
ctp4,mbh12_13978.xml,arjana,"['tyakta', 'grAmya', 'vastra', 'AhAra', 'upaBogAH', 'vanya', 'OzaDi', 'mUla', 'Pala', 'parRa', 'pari', 'mita', 'vicitra', 'ni', 'yata', 'AhArAH', 'sTAna', 'AsaninaH', 'BUmi', 'pAzARa', 'sikatA', 'SarkarA', 'vAlukA', 'Basma', 'SAyinaH', 'kASa', 'kuSa', 'carma', 'valkala', 'saM', 'vfta', 'aNgAH', 'keSa', 'SmaSru', 'naKa', 'roma', 'DAriRaH', 'niyata', 'kAla', 'upasparSanAH', 'askanna', 'homa', 'bali', 'kAla', 'anu', 'zWAyinaH', 'samitkuSa', 'kusuma', 'upahAra', 'homa', 'arjana', 'labDa', 'viSrAmAH', 'SItA', 'uzRa', 'pavana', 'niH', 'tapta', 'vi', 'Binna', 'sarva', 'tvacaH', 'viviDa', 'niyama', 'yoga', 'carya', 'avihita', 'Darma', 'anu', 'zWAna', 'hfta', 'mAMsa', 'SoRitAH', 'tvak', 'asTi', 'BUtAH', 'Dfti', 'parAH', 'sattva', 'yogAt', 'SarIrARi', 'ud', 'vahanti']"
ctp4,mbh12_13898.xml,ArTayoH,"['saH', 'eza', 'kAmyaH', 'guRa', 'viSezaH', 'Darma', 'ArTayoH', 'AramBaH', 'tat', 'hetuH', 'asya', 'utpattiH', 'suKa', 'prayojanA']"
pp. ctp3,mbh12_13978.xml,keSa,"['tyakta', 'grAmya', 'vastra', 'AhAra', 'upaBogAH', 'vanya', 'OzaDi', 'mUla', 'Pala', 'parRa', 'pari', 'mita', 'vicitra', 'ni', 'yata', 'AhArAH', 'sTAna', 'AsaninaH', 'BUmi', 'pAzARa', 'sikatA', 'SarkarA', 'vAlukA', 'Basma', 'SAyinaH', 'kASa', 'kuSa', 'carma', 'valkala', 'saM', 'vfta', 'aNgAH', 'keSa', 'SmaSru', 'naKa', 'roma', 'DAriRaH', 'niyata', 'kAla', 'upasparSanAH', 'askanna', 'homa', 'bali', 'kAla', 'anu', 'zWAyinaH', 'samitkuSa', 'kusuma', 'upahAra', 'homa', 'arjana', 'labDa', 'viSrAmAH', 'SItA', 'uzRa', 'pavana', 'niH', 'tapta', 'vi', 'Binna', 'sarva', 'tvacaH', 'viviDa', 'niyama', 'yoga', 'carya', 'avihita', 'Darma', 'anu', 'zWAna', 'hfta', 'mAMsa', 'SoRitAH', 'tvak', 'asTi', 'BUtAH', 'Dfti', 'parAH', 'sattva', 'yogAt', 'SarIrARi', 'ud', 'vahanti']"
preveb,mbh12_13944.xml,hitam,"['yat', 'etat', 'cAtura', 'ASramyam', 'brahma', 'fzi', 'vi', 'hitam', 'purA']"
ctp_dvigu,pt1474.xml,satyena,"['tri', 'satyena', 'AtmAnam', 'SapAmi']"
ctp_dvigu,pt847.xml,aNgam,"['ekam', 'eva', 'idam', 'vyasanam', 'prasaNga', 'A', 'Kyam', 'sapta', 'aNgam', 'iti']"
ppp_caus,pt52.xml,karita,"['dAkziRAtyezu', 'jana', 'padezu', 'purandarapurasya', 'fdDi', 'sarva', 'guRa', 'sam', 'pannam', 'pfTivyAH', 'cUqA', 'maRi', 'ratna', 'BUtam', 'kElAsa', 'SiKara', 'Akfti', 'viviDa', 'yantra', 'praharaRa', 'AcaraRa', 'pari', 'pUrRa', 'go', 'pura', 'awwAlakam', 'visaNkawa', 'utkawa', 'dfQa', 'pariGa', 'kapAwa', 'toraRa', 'argala', 'upagata', 'indra', 'kIla', 'vipula', 'dvAram', 'su', 'vi', 'hita', 'SfNgAwaka', 'catuzpaTa', 'prati', 'sTita', 'an', 'eka', 'devatA', 'Ayatanam', 'pariKA', 'pari', 'karita', 'ut', 'Srita', 'hima', 'giri', 'sadfSa', 'AkAra', 'prAkAra', 'valaya', 'pari', 'vezwitam', 'mahilA', 'ropyam', 'nAma', 'nagaram']"
vt9a 4a,pt1001.xml,baDyate,"['tasmAt', 'kasya', 'api', 'DaninaH', 'kanaka', 'sUtram', 'hAram', 'vA', 'pra', 'mAdinaH', 'gfhItvA', 'tatra', 'pra', 'kzipatu', 'yaTA', 'sarpaH', 'tat', 'grahaRena', 'baDyate']"
adj_ck,pt1771.xml,suhfdaH,"['tat', 'aDunA', 'gacCAmi', 'tasya', 'priya', 'suhfdaH', 'ulUkasya', 'sakASam']"
adj_ck,pt633.xml,vaktA,"['niHspfhaH', 'na', 'aDikArI', 'syAt', 'na', 'a', 'kAmI', 'maRqana', 'priyaH', 'na', 'a', 'vi', 'dagDaH', 'priyam', 'brUyAt', 'sPuwa', 'vaktA', 'na', 'vaYcakaH']"
noun_pn_ck,pt1270.xml,pure,"['taTA', 'anyedyuH', 'vikrama', 'sena', 'balEH', 'A', 'gatya', 'upa', 'rudDe', 'puRQravarDana', 'pure', 'sa', 'rAjA', 'mantri', 'puras', 'hita', 'mahA', 'janEH', 'vi', 'jYaptaH']"
noun_pn_ck,pt1749.xml,pramARam,"['asti', 'kasmin', 'cit', 'vana', 'uddeSe', 'mahA', 'pramARam', 'saraH']"
ifc,pt252.xml,jYaH,"['budDimAn', 'anu', 'raktaH', 'ayam', 'a', 'BaktaH', 'ayam', 'ayam', 'jaqaH', 'iti', 'Bftya', 'vicAra', 'jYaH', 'BftyEH', 'A', 'pUryate', 'nfpaH']"
ifc,pt274.xml,sTam,"['Badra', 'yat', 'te', 'hfdaya', 'sTam', 'tat', 'brUhi']"
adh,mbh12_13948.xml,praTamam,"['tatra', 'guru', 'kula', 'vAsam', 'eva', 'tAvat', 'praTamam', 'ASramam', 'uda', 'A', 'haranti']"
pcl_neg,pt687.xml,na,"['SanEH', 'SanEH', 'yAvat', 'A', 'gacCati', 'tAvat', 'AzAQaBUti', 'na', 'paSyati']"
pcl_neg,pt1889.xml,na,"['yasmin', 'kule', 'yaH', 'puruzaH', 'praDAnaH', 'sadA', 'eva', 'yatnena', 'sa', 'rakzaRIyaH', 'tasmin', 'vinazwe', 'hi', 'kulam', 'vinazwam', 'na', 'nABi', 'BaNge', 'hi', 'arakAH', 'vahanti']"
ctp3 pp.,mbh03_14544.xml,ita,"['tat', 'SrutvA', 'vacanam', 'a', 'priyam', 'vAmadevaH', 'kroDa', 'pari', 'ita', 'AtmA', 'svayam', 'eva', 'rAjAnam', 'aBi', 'gamya', 'aSva', 'ArTam', 'aBi', 'acodayat']"
pcl_sub,pt1889.xml,hi,"['yasmin', 'kule', 'yaH', 'puruzaH', 'praDAnaH', 'sadA', 'eva', 'yatnena', 'sa', 'rakzaRIyaH', 'tasmin', 'vinazwe', 'hi', 'kulam', 'vinazwam', 'na', 'nABi', 'BaNge', 'hi', 'arakAH', 'vahanti']"
pcl_sub,pt1396.xml,hi,"['pUjyaH', 'banDuH', 'api', 'priyaH', 'api', 'tanayaH', 'BrAtA', 'vayasyaH', 'api', 'vA', 'yaH', 'mohAt', 'an', 'avadya', 'kArya', 'vimuKaH', 'heyaH', 'sa', 'kArya', 'arTinA', 'loke', 'hi', 'praTitAH', 'nanu', 'SrutiH', 'iyam', 'na', 'arTaH', 'api', 'gAyanti', 'yAm', 'kim', 'kAryam', 'kanakena', 'tena', 'Bavati', 'CedAya', 'karRasya', 'yat']"
ca. pfp. [2],mbh12_26022.xml,kramaRIyam,"['sa', 'rUpaviSvaH', 'mAtuH', 'vAkyam', 'an', 'ati', 'kramaRIyam', 'iti', 'matvA', 'sam', 'pUjya', 'hiraRyakaSipum', 'agAt']"
pn ctp6,mbh12_13965.xml,prajApatiH,"['apatya', 'utpAdanena', 'prajApatiH', 'iti']"
noun_ctp4,pt1213.xml,arTam,"['Badre', 'tvad', 'arTam', 'eva', 'idam', 'iha', 'Agamanam']"
noun_ctp4,pt1843.xml,arTe,"['tat', 'yUyam', 'Atma', 'arTe', 'tAvat', 'aBi', 'udyamam', 'kuruDvam', 'iti']"
ck,mbh12_26001.xml,SmaSrutAm,"['ahalyA', 'DarzaRa', 'nimittam', 'hi', 'gOtamAt', 'hari', 'SmaSrutAm', 'indraH', 'pra', 'AptaH']"
ck,mbh12_26020.xml,pakza,"['putra', 'kim', 'para', 'pakza', 'varDanaH', 'tvam', 'mAtula', 'pakzam', 'nASayasi']"
 adj_cbv xxxxx,pt1992.xml,upa,"['tAn', 'aham', 'prIti', 'pUrvakam', 'upa', 'BuYje']"
 adj_cbv xxxxx,pt861.xml,kopa,"['vAk', 'pAruzya', 'AdiH', 'kopa', 'jaH', 'vargaH']"
preverb,mbh03_14648.xml,ut,"['etat', 'SrutvA', 'sa', 'kacCapaH', 'tasmAt', 'sarasaH', 'ut', 'TAya', 'aBi', 'agacCat', 'yatra', 'tizWAmaH', 'vayam', 'tasya', 'sarasaH', 'tIre']"
preverb,mbh03_14642.xml,prati,"['sa', 'naH', 'abravIt', 'asti', 'Kalu', 'iha', 'eva', 'sarasi', 'akUparaH', 'nAma', 'kacCapaH', 'prati', 'vasati']"
adj ppr. [10] md.,mbh03_14462.xml,mfgayamARaH,"['tAm', 'mfgayamARaH', 'rAjA', 'na', 'apaSyat']"
cab,mbh03_14584.xml,pure,"['evam', 'uktaH', 'vAmadevena', 'rAjan', 'antaH', 'pure', 'rAja', 'putram', 'jaGAna']"
cab,mbh03_14528.xml,pure,"['evam', 'uktvA', 'mfgam', 'ava', 'Apya', 'sva', 'nagaram', 'etya', 'ASvO', 'antaH', 'pure', 'asTApayat']"
noun_cab,pt872.xml,lomakam,"['aTa', 'guRa', 'prati', 'lomakam', 'ucyate', 'yadA', 'sanDi', 'vigraha', 'yAna', 'Asana', 'sam', 'Sraya', 'dvEDI', 'BAvAnAm', 'zaRRAm', 'guRAnAm', 'prAti', 'lomyena', 'vartate', 'sanDO', 'pra', 'Apte', 'vigraham', 'vigrahe', 'ca', 'sanDim', 'karoti', 'evam', 'Sezezu', 'api', 'guRezu', 'prAti', 'lomyena', 'yadA', 'vartate', 'tat', 'vyasanam', 'prati', 'lomakam', 'iti']"
vt6am 1m,pt665.xml,muYcati,"['taTA', 'api', 'kakzA', 'antarAt', 'mAtrAm', 'na', 'muYcati']"
adj pp.,mbh03_14524.xml,yuktena,"['sa', 'ca', 'tO', 'aSvO', 'prati', 'gfhya', 'anu', 'jYApya', 'ca', 'fzim', 'pra', 'ayAt', 'vAmya', 'sam', 'yuktena', 'raTena', 'mfgam', 'prati']"
adj pp.,mbh12_26093.xml,glAnAm,"['tAm', 'indraH', 'patnIm', 'kfSAm', 'glAnAm', 'ca', 'dfzwvA', 'cintayAm', 'baBUva']"
pron,pt11.xml,idam,"['aTa', 'vA', 'sADU', 'idam', 'ucyate']"
pron,pt220.xml,yasya,"['yasya', 'yasya', 'hi', 'yaH', 'BAvaH', 'tasya', 'tasya', 'hi', 'tam', 'naraH', 'anupra', 'viSya', 'meDAvI', 'kzipram', 'Atma', 'vaSam', 'nayet']"
prmp[1],pt479.xml,varDamAnam,"['asti', 'atra', 'DarA', 'a', 'tale', 'varDamAnam', 'nAma', 'nagaram']"
prmp[1],pt1685.xml,IhamAnaH,"['saH', 'api', 'tat', 'A', 'karRya', 'palAyitum', 'IhamAnaH', 'vyAGreRa', 'KaRqaSaH', 'kftaH', 'mftaH', 'ca']"
vt2a,pt1738.xml,ucyate,"['sADu', 'ca', 'idam', 'ucyate']"
vt2a,pt778.xml,Aha,"['evam', 'uktvA', 'BUyaH', 'api', 'tam', 'Aha']"
infinitive,pt1685.xml,palAyitum,"['saH', 'api', 'tat', 'A', 'karRya', 'palAyitum', 'IhamAnaH', 'vyAGreRa', 'KaRqaSaH', 'kftaH', 'mftaH', 'ca']"
infinitive,pt773.xml,Darzayitum,"['Dik', 'Dik', 'mahA', 'mUQa', 'kaH', 'mAm', 'mahA', 'satIm', 'pati', 'vratAm', 'Darzayitum', 'vyaNgayitum', 'vA', 'samarTaH']"
vA,mbh12_26157.xml,vAyamAnaH,"['tasya', 'tapaH', 'tapyamAnasya', 'sarva', 'ganDa', 'vahaH', 'SuciH', 'vAyuH', 'vi', 'vAyamAnaH', 'SarIram', 'aspfSat']"
adv_cab,pt1981.xml,aham,"['vayasya', 'tvayA', 'prati', 'aham', 'atra', 'A', 'gantavyam', 'param', 'ekAkinA', 'eva']"
adv_cab,pt1033.xml,aham,"['yat', 'kAraRam', 'vayam', 'eva', 'svAminaH', 'ekEkam', 'vana', 'caram', 'vArakeRa', 'sTAna', 'sTitasya', 'eva', 'AhAra', 'arTam', 'prati', 'aham', 'prezayizyAmaH']"
adj pn,mbh12_26023.xml,hEraRyagarBAt,"['hEraRyagarBAt', 'ca', 'vasizWAt', 'hiraRyakaSipuH', 'SApam', 'pra', 'AptavAn']"
adj pn,mbh03_14650.xml,indradyumnam,"['BavAn', 'indradyumnam', 'rAjAnam', 'aBi', 'jAnAti', 'iti']"
vt1am,pt1867.xml,nayAmi,"['tat', 'tizWantu', 'BavantaH', 'atra', 'eva', 'yAvat', 'aham', 'gfham', 'gatvA', 'svAmi', 'vacanam', 'A', 'nayAmi']"
vt1am,pt1101.xml,nayet,"['jAta', 'mAtram', 'na', 'yaH', 'Satrum', 'rogam', 'ca', 'praSamam', 'nayet', 'mahA', 'balaH', 'api', 'tena', 'eva', 'vfdDim', 'pra', 'Apya', 'sa', 'hanyate']"
noun_cds,pt707.xml,mAMsam,"['aham', 'tava', 'kfte', 'praBUtam', 'madya', 'mAMsam', 'A', 'nezyAmi', 'iti']"
noun_cds,pt1252.xml,hastam,"['tataH', 'tu', 'rAtrO', 'niBftaH', 'BUtvA', 'rAjA', 'sa', 'kalatraH', 'vAtAyana', 'sTaH', 'gagana', 'ni', 'veSita', 'dfzwiH', 'yAvat', 'tizWati', 'tAvat', 'garuqa', 'A', 'rUQam', 'SaNKa', 'cakra', 'gadA', 'hastam', 'yaTA', 'ucita', 'AkASAt', 'ava', 'tarantam', 'apaSyat']"
vi1a 4a,pt1470.xml,trasyate,"['yuzmat', 'nAma', 'grahaRena', 'api', 'trasyate', 'kim', 'punaH', 'sparSanena']"
i,mbh03_14647.xml,tAvat,"['sADu', 'A', 'gamyatAm', 'tAvat', 'iti']"
 ppr. [2] md.,mbh12_13982.xml,vfttayaH,"['vi', 'mucya', 'agni', 'Dana', 'kalatra', 'paribarha', 'saNgAn', 'AtmanaH', 'sneha', 'pASAn', 'ava', 'DUya', 'pari', 'vrajanti', 'sama', 'lozwa', 'aSma', 'kAYcanAH', 'tri', 'varga', 'pra', 'vfttezu', 'AramBezu', 'a', 'sakta', 'budDayaH', 'ari', 'mitra', 'ud', 'AsInezu', 'tulya', 'vfttayaH', 'sTAvara', 'jara', 'Ayuja', 'aRqaja', 'svedaja', 'ud', 'BijjAnAm', 'BUtAnAm', 'vAk', 'manaH', 'karmaBiH', 'an', 'aBi', 'drohiRaH', 'a', 'niketAH', 'parvata', 'pulina', 'vfkza', 'mUla', 'devata', 'yatanAni', 'anu', 'carantaH', 'vAsa', 'ArTam', 'upa', 'IyuH', 'nagaram', 'grAmam', 'vA', 'nagare', 'paYca', 'rAtrikAH', 'grAma', 'eka', 'rAtrikAH']"
adj pp. ctp3,mbh12_26054.xml,viSvarUpam,"['tena', 'vajreRa', 'a', 'Bidyena', 'a', 'pra', 'DfzyeRa', 'brahma', 'asTi', 'sam', 'BUtena', 'vizRu', 'pra', 'vizwena', 'indraH', 'viSvarUpam', 'jaGAna']"
adj pp. ctp3,mbh12_26117.xml,BUtam,"['UcuH', 'ca', 'enam', 'Bagavan', 'indram', 'brahma', 'vaDyA', 'aBi', 'BUtam', 'trAtum', 'arhasi', 'iti']"
noun_ctp3,pt1612.xml,IritaH,"['evam', 'ca', 'tasyAH', 'tatra', 'vasantyAH', 'quRqukaH', 'nAma', 'matkuRaH', 'vAyu', 'pra', 'IritaH', 'tasmin', 'Sayane', 'patitaH']"
noun_ctp3,pt977.xml,capalEH,"['varam', 'vi', 'hAraH', 'saha', 'pannagEH', 'kftaH', 'SaWa', 'AtmaBiH', 'vA', 'ripuBiH', 'saha', 'uzitam', 'a', 'Darma', 'yuktEH', 'capalEH', 'a', 'paRqitEH', 'na', 'pApa', 'mitrEH', 'saha', 'vartitum', 'kzamam']"
cau abs,mbh12_26090.xml,darSayitum,"['tAm', 'mUrDnA', 'pra', 'namya', 'uvAca', 'SacI', 'Bagavati', 'arhasi', 'me', 'BartAram', 'darSayitum', 'tvam', 'satyA', 'matA', 'ca', 'iti']"
pv,mbh12_26128.xml,aspfSan,"['AkASa', 'gaNgA', 'gataH', 'ca', 'purA', 'BaradvAjaH', 'mahA', 'fziH', 'upa', 'aspfSan', 'trIn', 'kramAn', 'kramatA', 'vizRunA', 'aBi', 'A', 'sAditaH']"
pv,mbh12_26126.xml,vi,"['brahma', 'vaDyAm', 'caturzu', 'sTAnezu', 'vanitA', 'agni', 'vanaspati', 'gozu', 'vi', 'aBajat']"
vt8a,pt159.xml,karizyasi,"['tat', 'kaTaya', 'kaTam', 'AtmI', 'karizyasi']"
vt10am,pt680.xml,acintayat,"['deva', 'SarmA', 'api', 'tat', 'A', 'lokya', 'vi', 'acintayat']"
vt10am,pt980.xml,cintyate,"['aTa', 'vA', 'kim', 'atra', 'cintyate']"
 gati,mbh12_26011.xml,BUtAH,"['yasmAt', 'mama', 'upa', 'spfSataH', 'kaluzI', 'BUtAH', 'na', 'prasAdam', 'upa', 'gatAH', 'tasmAt', 'adya', 'praBfti', 'Jaza', 'makara', 'matsya', 'kacCapa', 'jantu', 'sam', 'kIrRAH', 'kaluzI', 'Bavata', 'iti']"
 gati,pt1770.xml,BUtaH,"['tizWan', 'aham', 'iha', 'AvAse', 'vfdDI', 'BUtaH', 'na', 'ca', 'anyAm', 'aham', 'kAm', 'cit', 'api', 'diSam', 'jAnAmi']"
vt5a,pt1632.xml,Apnoti,"['deSam', 'kAlam', 'kAryam', 'param', 'AtmAnam', 'ca', 'yaH', 'na', 'jAnAti', 'a', 'vi', 'mfSya', 'yaH', 'karoti', 'ca', 'na', 'sa', 'Palam', 'Apnoti', 'vE', 'mUrKaH']"
vt5a,pt1162.xml,mAm,"['yadi', 'sarvasya', 'lokasya', 'guRAH', 'kalyARa', 'kAriRaH', 'tat', 'kaTam', 'mfga', 'SAva', 'akzyAH', 'guRa', 'yogaH', 'dunoti', 'mAm']"
num_ordinal,pt935.xml,praTamam,"['mAma', 'kim', 'adya', 'AhAra', 'vihAra', 'kriyA', 'na', 'kriyate', 'yaTA', 'praTamam', 'iti']"
num_ordinal,pt1013.xml,praTamam,"['upa', 'IkzitaH', 'kzIRa', 'balaH', 'api', 'SatruH', 'pramAda', 'dozAt', 'puruzEH', 'mada', 'anDEH', 'sADyaH', 'api', 'BUtvA', 'praTamam', 'tataH', 'asO', 'a', 'sADyatAm', 'vyADiH', 'iva', 'pra', 'yAti']"
adj_rel,pt1311.xml,yAni,"['yAni', 'ca', 'BawwAraka', 'AyatanAni', 'tAni', 'nAstikAH', 'vi', 'nASayizyanti']"
adj_rel,pt1038.xml,yaH,"['ajAH', 'iva', 'prajAH', 'mohAt', 'yaH', 'hanyAt', 'pfTivI', 'patiH', 'tasya', 'ekA', 'jAyate', 'tfptiH', 'na', 'dvitIyA', 'kaTam', 'cana']"
inf,mbh12_26043.xml,DAtum,"['tat', 'arhasi', 'naH', 'vi', 'DAtum', 'SreyaH', 'yat', 'an', 'antaram', 'iti']"
inf,mbh03_14562.xml,hantum,"['ye', 'tvA', 'viduH', 'brAhmaRam', 'vAmadeva', 'vAcA', 'hantum', 'manasA', 'karmaRA', 'vA']"
prap_cau,pt80.xml,Bakzayan,"['tasmin', 'ca', 'marakata', 'sadfSAni', 'Sazpa', 'pallava', 'agrARi', 'Bakzayan', 'katipayEH', 'ahoBiH', 'hara', 'vfzaBaH', 'iva', 'pInaH', 'kakudmAn', 'balavAn', 'ca', 'sam', 'vfttaH']"
