,sentID,sent,words,countWords,countVerbs,repatingSeq,repatingNouns
2169,pt171.xml,"iic,m2s,n2s,m1s,i,m1s,i,i,iic,m2s,iic,n2s,i,pre[1] a3s","ap,rA,Apta,kAlam,vacanam,bfhaspatiH,api,bruvan,na,kevalam,a,sammAnam,vi,priyatvam,ca,gacCati",14,1,"{'i': [4, 6, 7, 12], 'n2s': [2, 11], 'm1s': [3, 5], 'iic': [0, 8, 10], 'm2s': [1, 9]}","{'accusative': [0, 1, 4, 5], 'nominative': [2, 3]}"
2170,pt399.xml,"iic,iic,m1s,m1s,m3p,i,pre p3s,n5s,m2s,n1s,pop[4] a3s,i,n3s,i","sarva,deva,mayaH,rAjA,muniBiH,pari,gIyate,tasmAt,tam,devavat,paSyet,na,vyalIkena,karhicit",14,2,"{'i': [5, 11, 13], 'm1s': [2, 3], 'iic': [0, 1]}","{'instrumental': [2, 6], 'nominative': [0, 1, 5]}"
2172,pt1179.xml,"mvs,i,pre[10] a1s,i,i,x6s,iic,f1s,n1s,i,iic,f1s,f1s,f1s,i","vayasya,yaTA,tarkayAmi,taTA,na,te,jvara,kftA,kim,tu,smara,kftA,iyam,avasTA,iti",15,1,"{'i': [1, 3, 4, 9, 14], 'f1s': [7, 11, 12, 13], 'iic': [6, 10]}","{'nominative': [1, 2, 3, 4, 5]}"
2173,pt697.xml,"n1s,ipv p3s,iic,m1s","tat,gfhyatAm,atiTi,DarmaH",4,1,{},"{'nominative': [0, 1]}"
2174,pt28.xml,"m1s,i,i,iic,m2p,fut a3s","sa,nUnam,drAk,pra,budDAn,karizyati",6,1,"{'i': [1, 2]}",{}
2175,pt483.xml,"i,i,m2d,n2s,pre p3s","aTa,vA,sADU,idam,ucyate",5,1,"{'i': [0, 1]}","{'accusative': [0, 1]}"
2176,pt1863.xml,"n3s,iic,m1s,pop[2] a3s,m1s","tena,a,vaDyaH,syAt,ayam",5,1,"{'m1s': [2, 4]}","{'nominative': [1, 2]}"
2177,pt1450.xml,"i,i,cau pre a3s,i,iic,iic,iic,m1p,iic,n7s,m1p,m3p,i,m1s,m1s,i","yAvat,vi,lokayati,tAvat,vyAGra,vAnara,sarpa,mAnuzAH,tat,maDye,dfzwAH,tEH,api,asO,dfzwaH,iti",16,1,"{'i': [0, 1, 3, 12, 15], 'm1p': [7, 10], 'm1s': [13, 14], 'iic': [4, 5, 6, 8]}","{'nominative': [0, 2, 4, 5]}"
2178,pt997.xml,"m1s,i,prf a3s","vAyasaH,pra,Aha",3,1,{},{}
2179,pt1872.xml,"n1s,i,iic,m1s,pre[1] a3s,i,iic,n3s,i,iic,f1s,pre p3s","tat,yadi,deva,AdeSaH,Bavati,tadA,vikawa,piSitena,adya,paTya,kriyA,kriyate",12,2,"{'i': [1, 5, 8], 'iic': [2, 6, 9]}","{'nominative': [0, 1, 3]}"
2181,pt66.xml,"i,iic,iic,i,f1s,n2p,iic,n2p,iic,iic,i,iic,iic,m1s,n7s,n7s,f7s,f7s,iic,iic,iic,m1s,iic,m3p,iic,m1s,iic,iic,m3s,i,m3s,n5s,iic,m1s","evam,sam,pra,DArya,maTurA,gAmIni,sAra,BARqAni,sam,A,hftya,sa,pari,janaH,SuBe,nakzatre,SuBAyAm,tiTO,guru,jana,anu,jYAtaH,sva,janEH,anu,vrajyamAnaH,SaNKa,tUrya,nirGozeRa,agrataH,kriyamARena,nagarAt,niH,sftaH",34,0,"{'m1s': [13, 21, 25, 33], 'iic': [1, 2, 6, 8, 9, 11, 12, 18, 19, 20, 22, 24, 26, 27, 32], 'n7s': [14, 15], 'i': [0, 3, 10, 29], 'n2p': [5, 7], 'm3s': [28, 30], 'f7s': [16, 17]}","{'accusative': [1, 2], 'instrumental': [9, 11, 12], 'nominative': [0, 3, 8, 10, 14], 'locative': [4, 5, 6, 7]}"
2182,pt481.xml,"m3s,iic,n2s,iic,n2s,i,m3s,f2s,m1p,m1p,iic,iic,m1p,m1p","tena,pura,kAryaM,nfpa,kAryaM,ca,kurvatA,tuzwim,nItAH,sarve,tat,pura,vAsinaH,lokAH",14,0,"{'n2s': [2, 4], 'm1p': [8, 9, 12, 13], 'm3s': [0, 6], 'iic': [1, 3, 10, 11]}","{'instrumental': [0, 3], 'accusative': [1, 2, 4], 'nominative': [5, 6, 7, 8]}"
2183,pt1320.xml,"i,i,m1s,iic,iic,m1s,f2s,i,prf a3s","atra,Antare,kOlikaH,nArAyaRa,aDi,sTitaH,sudarSanAm,A,dideSa",9,1,"{'i': [0, 1, 7], 'm1s': [2, 5], 'iic': [3, 4]}","{'nominative': [0, 1]}"
2185,pt1812.xml,"m3p,iic,iic,iic,iic,iic,m3p,m3p,iic,iic,iic,m3p,iic,iic,m3p,m3p,m3p,i,iic,m3p,m3p,i,iic,m3p,m1s,m3p,i,iic,m3p,m1s,pre[1] a3s","siMhEH,paYjara,yantraRA,pariBava,prasnAna,dIna,AnanEH,nAgEH,aNkuSa,Binna,mastaka,puwEH,mantra,a,lasEH,pannagEH,vidvadBiH,ca,nirASraya,vyasaniBiH,SUrEH,ca,BAgya,kzatEH,kAlaH,krIqanakEH,iva,Atma,rucitEH,preNKolayan,krIqati",31,1,"{'i': [17, 21, 26], 'm1s': [24, 29], 'iic': [1, 2, 3, 4, 5, 8, 9, 10, 12, 13, 18, 22, 27], 'm3p': [0, 6, 7, 11, 14, 15, 16, 19, 20, 23, 25, 28]}","{'instrumental': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12], 'nominative': [10, 13]}"
2189,pt1371.xml,"m2s,iic,m1s,pre[8] a3s,m2s,n7s,n2s,i,m2s,m5s,pre[1] m3s,m1s,m1s,i,m5s,n3s,iic,pre p3s,m6s,n2s,pre[8] a3s,n7s,m6s,iic,iic,f1s,iic,iic,f3s,i,m1s,iic,m7p,i,pre p3s","ekam,BUmi,patiH,karoti,sacivam,rAjye,pramARam,yadA,tam,mohAt,Srayate,madaH,sa,ca,madAt,dAsyena,niH,vidyate,nirviRasya,padam,karoti,hfdaye,tasya,sva,tantra,spfhA,svA,tantra,spfhayA,tataH,sa,nf,pateH,prARezu,aBi,druhyate",35,3,"{'n2s': [6, 19], 'pre p3s': [17, 34], 'm6s': [18, 22], 'iic': [1, 16, 23, 24, 26, 27, 31], 'm5s': [9, 14], 'n7s': [5, 21], 'i': [7, 13, 29, 33], 'm1s': [2, 11, 12, 30], 'pre[8] a3s': [3, 20], 'm2s': [0, 4, 8]}","{'accusative': [0, 2, 4, 5, 12], 'instrumental': [10, 16], 'locative': [3, 13, 18], 'genitive': [11, 14], 'ablative': [6, 9], 'nominative': [1, 7, 8, 15, 17]}"
2190,pt446.xml,"n1s,m1s,iic,iic,m1s","tat,BavAn,aBi,A,gataH",5,0,"{'m1s': [1, 4], 'iic': [2, 3]}","{'nominative': [0, 1, 2]}"
2191,pt452.xml,"n1s,mvs,n1s","sADu,sumate,sADu",3,0,"{'n1s': [0, 2]}","{'nominative': [0, 2]}"
2192,pt1572.xml,"n1s,m7s,n2s,i,iic,m7s,i,i,i,i,pop[1] m3s,iic,n2s,i,i,iic,n2s","suptam,vanhO,SiraH,kftvA,BujaNga,srastare,api,vA,api,upa,Ikzeta,sat,mitram,na,punaH,vyasana,unmuKam",17,1,"{'m7s': [1, 5], 'i': [3, 6, 7, 8, 9, 13, 14], 'n2s': [2, 12, 16], 'iic': [4, 11, 15]}","{'accusative': [2, 4, 5], 'locative': [1, 3]}"
2193,pt1890.xml,"n2s,i,iic,m1s,i,prf a3s","tat,SrutvA,mada,utkawaH,pra,Aha",6,1,"{'i': [1, 4]}",{}
2194,pt1023.xml,"m6s,m6s,i,pre[1] m3s","mfgasya,dfzwasya,na,sahate",4,1,"{'m6s': [0, 1]}","{'genitive': [0, 1]}"
2195,pt1838.xml,"iic,iic,iic,iic,m3s,i,m6s,m3s,iic,n1s,n1s","ava,gata,aBi,upa,pattinA,ca,tasya,siMhena,a,Bayam,dattam",11,0,"{'n1s': [9, 10], 'm3s': [4, 7], 'iic': [0, 1, 2, 3, 8]}","{'instrumental': [0, 2], 'nominative': [3, 4]}"
2196,pt1280.xml,"n1s,ipv p3s,i,f7s,iic,m1s,m1s,m1s,i,i,m2s,iic,m2s,iic,i,cau pre a3s","tat,ucyatAm,adya,niSAyAm,A,gataH,BagavAn,nArAyaRaH,yaTA,prAtaH,enam,asmat,Satrum,vi,A,pAdayati",16,2,"{'i': [2, 8, 9, 14], 'm1s': [5, 6, 7], 'iic': [4, 11, 13], 'm2s': [10, 12]}","{'accusative': [5, 6], 'nominative': [0, 2, 3, 4]}"
2198,pt10.xml,"n1s,m2p,m6s,x6s,iic,n2s,i,n1s,i,n2s,i,pre[1] a3s","tat,etAn,paSyataH,me,hata,kaRwakam,api,rAjyam,na,sOKyam,A,vahati",12,1,"{'i': [6, 8, 10], 'n1s': [0, 7], 'n2s': [5, 9]}","{'accusative': [1, 3, 5], 'nominative': [0, 4]}"
2200,pt658.xml,"iic,m5s,iic,m1s,i,pre[4] a3s,m1s,m5s,m1s,n5s,m1s,iic,n5s,n2s,iic,m5s,n2s,iic,n5s,f1s,i,iic,m5s,f1s,iic,m5s,m1s,iic,m5s,f1s,n5s,iic,iic,n5s,i,f1s,m5s,m5s,n2s","dur,mantrAt,nf,patiH,vi,naSyati,yatiH,saNgAt,sutaH,lAlanAt,vipraH,an,aDyayanAt,kulam,ku,tanayAt,SIlam,Kala,upAsanAt,mEtrI,ca,a,praRayAt,samfdDiH,a,nayAt,snehaH,pravAsa,ASrayAt,strI,madyAt,an,ava,IkzaRAt,api,kfziH,tyAgAt,pramAdAt,Danam",39,1,"{'n2s': [13, 16, 38], 'm1s': [3, 6, 8, 10, 26], 'm5s': [1, 7, 15, 22, 25, 28, 36, 37], 'iic': [0, 2, 11, 14, 17, 21, 24, 27, 31, 32], 'i': [4, 20, 34], 'f1s': [19, 23, 29, 35], 'n5s': [9, 12, 18, 30, 33]}","{'accusative': [8, 10, 24], 'ablative': [0, 3, 5, 7, 9, 11, 13, 15, 17, 19, 20, 22, 23], 'nominative': [1, 2, 4, 6, 12, 14, 16, 18, 21]}"
2202,pt184.xml,"iic,f2s,f2s,pre[5] a3p,m1p,m1p,m1s,i,iic,m1s,i,m1s,i,pre[9] a3s,i","suvarRa,puzpAm,pfTivIm,cinvanti,puruzAH,trayaH,SUraH,ca,kfta,vidyaH,ca,yaH,ca,jAnAti,sevitum",15,2,"{'i': [7, 10, 12, 14], 'f2s': [1, 2], 'm1s': [6, 9, 11], 'iic': [0, 8], 'm1p': [4, 5]}","{'accusative': [0, 1], 'nominative': [2, 3, 4, 5, 6]}"
2203,pt1039.xml,"iic,m1s,iic,m1s,m2p,pop[10] a3s,m2s,iic,m1s,iic,iic,iic,n3s,iic,m1s,m2p,i","Pala,arTI,nf,patiH,lokAn,pAlayet,yatnam,A,sTitaH,dAna,mAna,Adi,toyena,mAlA,kAraH,aNkurAn,iva",17,1,"{'m1s': [1, 3, 8, 14], 'm2p': [4, 15], 'iic': [0, 2, 7, 9, 10, 11, 13]}","{'accusative': [2, 3, 7], 'nominative': [0, 1, 4, 6]}"
2204,pt1222.xml,"i,m6d,i,iic,iic,m6d,iic,n1p,iic,m6d,pre[1] a3p,m1p","tataH,tayoH,pratidivasam,varDamAna,anu,rAgayoH,surata,suKAni,anu,BavatoH,gacCanti,divasAH",12,1,"{'i': [0, 2], 'm6d': [1, 5, 9], 'iic': [3, 4, 6, 8]}","{'genitive': [0, 1, 3], 'nominative': [2, 4]}"
2205,pt655.xml,"i,f7s,iic,n7s,i,iic,n1s,i","param,rAtrO,maWa,maDye,na,pra,vezwavyam,iti",8,0,"{'i': [0, 4, 7], 'iic': [2, 5]}","{'locative': [0, 1]}"
2206,pt1528.xml,"i,x3s,n1s,iic,n1s,i","kutra,tvayA,idam,pra,Aptam,iti",6,0,"{'i': [0, 5], 'n1s': [2, 4]}","{'nominative': [0, 1]}"
2207,pt1171.xml,"i,m6s,iic,m6s,iic,m2s,iic,iic,m6s,i,i,f1s,prf a3s","evam,tasya,vi,lapataH,bahu,prakAram,ut,BrAnta,cittasya,kaTam,api,niSA,jagAma",13,1,"{'i': [0, 9, 10], 'm6s': [1, 3, 8], 'iic': [2, 4, 6, 7]}","{'genitive': [0, 1, 3]}"
2208,pt908.xml,"n1s,i,m6s,m6s,iic,m6s,m3s,m2s,fut a1s","kim,punaH,asya,durAtmanaH,mahA,SatroH,upAyena,vaDam,karizyAmi",9,1,"{'m6s': [2, 3, 5]}","{'genitive': [1, 2, 3]}"
2209,pt57.xml,"i,n3s,i,n3s,m6s,i,f1s,f1s","ataH,praBUnA,api,dravyeRa,tasya,eva,vfdDiH,karaRIyA",8,0,"{'i': [0, 2, 5], 'f1s': [6, 7], 'n3s': [1, 3]}","{'instrumental': [0, 1], 'nominative': [3, 4]}"
2211,pt1008.xml,"i,m2s,iic,m3p,i,iic,n2s,iic,i,iic,i,n1s,m1p","aTa,tam,laguqa,prahArEH,hatvA,kanaka,sUtram,A,dAya,yaTA,aBilazitam,sTAnam,gatAH",13,0,"{'i': [0, 4, 8, 10], 'iic': [2, 5, 7, 9]}","{'accusative': [0, 2], 'nominative': [3, 4]}"
2212,pt1324.xml,"i,i,n5s,iic,n4s,iic,iic,iic,m7p,iic,m7p,iic,m3s,m1s,iic,m1s","tataH,ca,kutUhalAt,yudDa,darSanAya,sam,upa,A,gatezu,sakala,devezu,deva,rAjena,brahmA,aBi,hitaH",16,0,"{'i': [0, 1], 'm1s': [13, 15], 'm7p': [8, 10], 'iic': [3, 5, 6, 7, 9, 11, 14]}","{'nominative': [5, 6], 'locative': [2, 3]}"
2213,pt1952.xml,"m3p,i,iic,iic,m3p,m3p,i,m1s","tEH,ca,kzut,BAra,pIqitEH,sarvEH,api,BakzitaH",8,0,"{'i': [1, 6], 'iic': [2, 3], 'm3p': [0, 4, 5]}","{'instrumental': [0, 1, 2]}"
2214,pt1350.xml,"i,m1s,i,m1s","kutaH,BavAn,cirAt,dfzwaH",4,0,"{'i': [0, 2], 'm1s': [1, 3]}","{'nominative': [0, 1]}"
2215,pt349.xml,"i,x6s,m1s,m1s,iic,iic,iic,m1s,i,i,pre[1] a3s","BoH,mama,ayam,parigrahaH,Baya,vi,Akulita,manAH,palAyitum,eva,vAYCati",11,1,"{'i': [0, 8, 9], 'm1s': [2, 3, 7], 'iic': [4, 5, 6]}","{'nominative': [0, 1, 2]}"
2216,pt1554.xml,"i,m1s,ipf[2] a3s","tataH,rAjA,abravIt",3,1,{},{}
2218,pt1163.xml,"m1s,i,n1s,i,pre[1] a3s,pre[8] a3s,i,n1s,m1s,i,m6s,fvs,i,pre[1] a2s,n7s,pre[1] a2s,i,n2s,f1s,pre[2] a2s","yaH,yatra,nAma,ni,vasati,karoti,pari,rakzaRam,sa,kila,tasya,mugDe,ni,vasasi,hfdaye,dahasi,ca,satatam,nfSaMsA,asi",20,4,"{'i': [1, 3, 6, 9, 12, 16], 'n1s': [2, 7], 'pre[1] a2s': [13, 15], 'm1s': [0, 8]}","{'nominative': [0, 1, 2, 3, 8]}"
2219,pt648.xml,"n1s,i,x1s,iic,iic,iic,n4s,m2s,pre[6] a2s,n1s,ipv p3s","yat,ca,tvam,saMsAra,sAgara,ut,taraRAya,upAyam,pfcCasi,tat,SrUyatAm",11,2,"{'n1s': [0, 9], 'iic': [3, 4, 5]}","{'nominative': [0, 3]}"
2221,pt338.xml,"n1s,i,n1s,m3p,n1s,fut a3s,i","tat,nUnam,etan,mAMsamedIBiH,pUritam,Bavizyati,iti",7,1,"{'i': [1, 6], 'n1s': [0, 2, 4]}","{'nominative': [0, 1, 3]}"
2222,pt495.xml,"i,iic,f1s,i,m7s,iic,f2s,m6s,m6s,f1s,m7s,iic,n2s,m1s,n1s,prf a3s","aTa,ka,dA,cit,pratyUze,yoga,nidrAm,gatasya,rAjYaH,SayyA,ante,sam,mArjanaM,kurvan,idam,Aha",16,1,"{'m7s': [4, 10], 'i': [0, 3], 'm6s': [7, 8], 'iic': [1, 5, 11], 'f1s': [2, 9]}","{'accusative': [2, 7], 'genitive': [3, 4], 'nominative': [0, 5, 8, 9], 'locative': [1, 6]}"
2223,pt704.xml,"m1s,i,n2s,i,f2s,pre a3s","kOlikaH,api,tat,SrutvA,BAryAm,Aha",6,1,"{'i': [1, 3]}","{'accusative': [1, 2]}"
2225,pt1648.xml,"n7s,n7s,iic,i,i,iic,iic,f2s,i,ipf[1] m3s","asmin,Sayane,su,nipuRam,kiYcit,sveda,ja,jAtim,anu,ezayata",10,1,"{'i': [3, 4, 8], 'iic': [2, 5, 6], 'n7s': [0, 1]}","{'locative': [0, 1]}"
2226,pt1215.xml,"f1s,f1s,i,x1s","mAnuzI,kanyA,vA,aham",4,0,"{'f1s': [0, 1]}","{'nominative': [0, 1]}"
2227,pt1669.xml,"n1s,iic,n2s,pre[1] a1p","tat,dUra,taram,gacCAmaH",4,1,{},{}
2228,pt378.xml,"i,iic,i,iic,n2s,i,iic,m2s,iic,m1s,m1s,i,i,prf a3s","iti,ava,DArya,sTAna,antaram,gatvA,damanaka,mArgam,ava,lokayan,ekAkI,eva,ava,tasTe",14,1,"{'i': [0, 2, 5, 11, 12], 'm1s': [9, 10], 'iic': [1, 3, 6, 8]}","{'accusative': [0, 1], 'nominative': [2, 3]}"
2229,pt744.xml,"iic,iic,iic,iic,iic,iic,m1s,m6p,m6p,i,m6p,n2s,pre[4] m1s,n2s,n2s","vizama,sTa,svAdu,Pala,grahaRa,vyavasAya,niScayaH,yezAm,uzwrARAm,iva,tezAm,tat,manye,SaMsitam,janma",15,1,"{'m6p': [7, 8, 10], 'n2s': [11, 13, 14], 'iic': [0, 1, 2, 3, 4, 5]}","{'accusative': [4, 5, 6], 'genitive': [1, 2, 3]}"
2230,pt105.xml,"iic,m7p,m2s,m1s,m1s,i,pre[6] a3s,m1s,i,n2s,pre[2] a3s,m1s,i,m1s","a,vyApArezu,vyApAram,yaH,naraH,kartum,icCati,saH,eva,niDanam,yAti,kIlotpAwI,iva,vAnaraH",14,2,"{'i': [5, 8, 12], 'm1s': [3, 4, 7, 11, 13]}","{'accusative': [1, 5], 'nominative': [2, 3, 4, 6, 7]}"
2231,pt1842.xml,"x1s,f3s,iic,f3s,i,m1s,i,m6p,m2s,iic,i","aham,anayA,kzata,rujA,na,kzamaH,pUrvavat,BavatAm,AhAram,ut,pAdayitum",11,0,"{'i': [4, 6, 10], 'f3s': [1, 3], 'iic': [2, 9]}","{'instrumental': [0, 1]}"
2232,pt1481.xml,"m1s,m1s,m1s,iic,m1s,pre p3s,m6s,n7s,n7s,iic,n7s,iic,f1s","yaH,eza,parvataH,bahu,SiKaraH,dfSyate,tasya,uttare,pArSve,darI,gahane,madIya,guhA",13,1,"{'m1s': [0, 1, 2, 4], 'iic': [3, 9, 11], 'n7s': [7, 8, 10]}","{'nominative': [0, 1, 2, 3, 8], 'locative': [5, 6, 7]}"
2233,pt805.xml,"n1s,i,ipv[1] m2p","tat,pari,trAyaDvam",3,1,{},{}
2235,pt1285.xml,"n1s,i,ipv[2] a2s,m2s,i","tat,gatvA,brUhi,rAjAnam,yaTA",5,1,"{'i': [1, 4]}",{}
2237,pt451.xml,"n1s,i,m1s,iic,m2s,n2s,prf a3s","tat,SrutvA,piNgalakaH,sa,harzam,idam,Aha",7,1,{},"{'accusative': [2, 3], 'nominative': [0, 1]}"
2238,pt787.xml,"n2s,pre[1] a3s,f7s,f6p,n7s,n2s,n2s,n2s,i,i,i,pre p3s,m1s,n2s,m3p,i,cau pre p3s","maDu,tizWati,vAci,yozitAm,hfdaye,hAlahalam,mahat,vizam,ataH,eva,ni,pIyate,aDaraH,hfdayam,muzwiBiH,eva,tAqyate",17,3,"{'i': [8, 9, 10, 15], 'n2s': [0, 5, 6, 7, 13]}","{'accusative': [0, 4, 5, 6, 8], 'locative': [1, 3]}"
2239,pt765.xml,"f1s,i,iic,f1s,iic,i,iic,m3s,i,iic,n2s,iic,i,m7s,i,m7s,iic,n2s,iic,iic,i,f2s,f2s,n2s,pre a3s","sA,api,kOlika,BAryA,yaTA,icCam,deva,datten,saha,surata,sOKyam,anu,BUya,kasmin,cit,kzaRe,sva,gfham,aBi,A,itya,tAm,nApitIm,idam,Aha",25,1,"{'m7s': [13, 15], 'n2s': [10, 17, 23], 'iic': [2, 4, 6, 9, 11, 16, 18, 19], 'i': [1, 5, 8, 12, 14, 20], 'f1s': [0, 3], 'f2s': [21, 22]}","{'accusative': [3, 6, 7, 8, 9], 'nominative': [0, 1], 'locative': [4, 5]}"
2240,pt1691.xml,"i,m1s,iic,m1p,iic,iic,n2s,i,pre[1] a3s","anyadA,asO,srasta,aNgaH,deva,pAda,antikam,A,gacCati",9,1,"{'i': [0, 7], 'iic': [2, 4, 5]}","{'nominative': [0, 1]}"
2242,pt777.xml,"i,i,n3s,i,i,iic,m1s,iic,m1s,i,x2s,i,ipv[1] a3p,i","aTa,vA,manasA,api,yadi,para,puruzaH,aBi,lazitaH,tataH,mAm,BasmasAt,nayantu,iti",14,1,"{'i': [0, 1, 3, 4, 9, 11, 13], 'm1s': [6, 8], 'iic': [5, 7]}","{'nominative': [1, 2]}"
2244,pt513.xml,"i,m1s,pre[4] a3s,n6p,i,f6p,iic,m1s,i,m1s,iic,n6p,i,m6p,iic,n6p","na,agniH,tfpyati,kAzWanAM,na,ApagAnAM,mahA,udaDi,na,antakaH,sarva,BUtAnAm,na,puMsAm,vAma,locanAH",16,1,"{'i': [0, 4, 8, 12], 'm1s': [1, 7, 9], 'iic': [6, 10, 14], 'n6p': [3, 11, 15]}","{'genitive': [1, 2, 5, 6, 7], 'nominative': [0, 3, 4]}"
2245,pt1549.xml,"i,m6s,i,m3s,iic,f1p","na,kasya,cit,upacAreRa,nirvizI,ButA",6,0,"{'i': [0, 2]}",{}
2246,pt395.xml,"n1s,iic,m6p,i,i,cau pre p3s","kim,svAmi,pAdAnAm,anyaTA,vi,jYapyate",6,1,"{'i': [3, 4]}",{}
2247,pt484.xml,"iic,iic,iic,m1s,f2s,pre[2] a3s,m7s,iic,iic,iic,m1s,pre p3s,m3p,i,m7s,m7s,n7s,n7s,iic,iic,iic,n6p,m1s,iic,m1s","nara,pati,hita,kartA,dvezyatAm,yAti,loke,jana,pada,hita,kartA,tyajyate,pArTivendrEH,iti,mahati,viroDe,vartamAne,samAne,nf,pati,jana,padAnAm,durlaBaH,kArya,kartA",25,2,"{'m7s': [6, 14, 15], 'm1s': [3, 10, 22, 24], 'iic': [0, 1, 2, 7, 8, 9, 18, 19, 20, 23], 'n7s': [16, 17]}","{'nominative': [0, 3, 10, 11], 'locative': [2, 5, 6, 7, 8]}"
2248,pt813.xml,"m1s,i,i,iic,f1s,n1s,iic,m1s,i,m1s,n5s,m5s,i,m1s,n3p,n3p,m3p","kampamAnaH,tu,aDaH,ava,IkzI,pApam,prA,AptaH,sadA,naraH,tasmAt,yatnAt,pari,jYeyaH,cihvEH,etEH,vicakzaREH",17,0,"{'i': [1, 2, 8, 12], 'n3p': [14, 15], 'm1s': [0, 7, 9, 13], 'iic': [3, 6]}","{'instrumental': [8, 9, 10], 'ablative': [5, 6], 'nominative': [0, 1, 2, 3, 4, 7]}"
2249,pt1500.xml,"i,m3s,m3s,i,i,n1s,i,iic,n1s","aTa,brAhmaRena,BramatA,api,na,kim,cit,A,sAditam",9,0,"{'i': [0, 3, 4, 6], 'n1s': [5, 8], 'm3s': [1, 2]}","{'instrumental': [0, 1], 'nominative': [2, 3]}"
2250,pt81.xml,"iic,i,iic,n2p,iic,iic,n3s,iic,m1s,i,pre[1] a3s","prati,aham,valmIka,SiKarARi,SfNga,agra,GawwanEH,ut,liKan,dantivat,tizWati",11,1,"{'i': [1, 9], 'iic': [0, 2, 4, 5, 7]}",{}
2251,pt187.xml,"m1s,i,pre[2] a3s,m2p,m6s,i,m2s,pre[1] a3p,m1p,i,i,n5s,n2s,i,i,n5s,n5s,i","yaH,na,vetti,guRAn,yasya,na,tam,sevanti,paRqitAH,na,hi,tasmAt,Palam,kiYcit,su,kfzwAt,UzarAt,iva",18,2,"{'i': [1, 5, 9, 10, 13, 14, 17], 'n5s': [11, 15, 16]}","{'accusative': [1, 3, 6], 'ablative': [5, 7, 8], 'nominative': [0, 4]}"
2253,pt1979.xml,"m3s,i,f3s,m6s,iic,n2s,iic,n7s,iic,iic,m1s,m1s","siMhena,api,kftajYatayA,tasya,a,Bayam,pra,dattam,vane,a,sKalita,pracAraH,kftaH",12,0,"{'m1s': [10, 11], 'iic': [4, 6, 8, 9]}","{'instrumental': [0, 1], 'nominative': [5, 6]}"
2255,pt41.xml,"n1s,x1s,iic,iic,n7s,x6s,m2p,iic,n2s,i,iic,iic,iic,n2p,i,pre[8] a1s,m1s,pre[1] a3s,m1s,iic,m2s,iic,i,i","yat,aham,zaw,mAsa,aByantare,tava,putrAn,nIti,SAstram,pratI,an,anu,a,sadfSAn,na,karomi,tataH,arhati,me,devaH,deva,mArgam,sam,darSayitum,iti",24,2,"{'i': [9, 14, 22, 23], 'm1s': [16, 18], 'iic': [2, 3, 7, 10, 11, 12, 19, 21]}","{'accusative': [2, 3, 4, 7], 'nominative': [0, 5, 6]}"
2258,pt1224.xml,"i,iic,f1s,i,m1s,iic,m3p,iic,iic,n2p,iic,i,iic,f6s,iic,iic,iic,m3p,m4s,iic,n1s","aTa,ka,dA,cit,ca,AntaH,pura,rakziBiH,puruza,upaBoga,cinhAni,A,lakzya,rAja,duhituH,prARa,vinASa,Baya,BItEH,svAmine,ni,veditam",21,0,"{'i': [0, 3, 11], 'iic': [1, 5, 7, 8, 10, 12, 14, 15, 16, 19], 'm3p': [6, 17]}","{'instrumental': [2, 5], 'nominative': [0, 1, 7]}"
2261,pt1079.xml,"i,x1s,m3s,iic,m1s,iic,m2s,iic,iic,m1s","tataH,aham,tena,A,dizwaH,svAmi,sakASam,aBi,A,gataH",10,0,"{'m1s': [4, 9], 'iic': [3, 5, 7, 8]}","{'nominative': [1, 3]}"
2262,pt693.xml,"i,iic,n2s,iic,i,m6s,iic,f2s,iic,m1s,x1p,i,m3s,iic,m1s,i,i,iic,m1s","evam,bahu,viDam,vi,lapya,tasya,pada,padDatim,anu,ezayat,vayam,ca,AzAQaBUtinA,pra,jalpan,SanEH,SanEH,pra,sTitaH",19,0,"{'i': [0, 4, 11, 15, 16], 'm1s': [9, 14, 18], 'iic': [1, 3, 6, 8, 13, 17]}","{'accusative': [0, 2], 'nominative': [3, 5, 6]}"
2264,pt1884.xml,"n1s,n1s,m1s,iic,m1s,pre[1] m3s","yat,kAraRam,devaH,paTyA,hArI,vartate",6,1,"{'n1s': [0, 1], 'm1s': [2, 4]}","{'nominative': [0, 1, 2, 3]}"
2266,pt363.xml,"iic,iic,m1s,i,m1s,m1s,n2s,n2s,i,i,pre[4] m3s,m1s,m1s,i,m1s,iic,m3p,i,i","svAmi,A,dizwaH,tu,yaH,BftyaH,samam,vizamam,eva,vA,manyate,sacivaH,DAryaH,na,sa,BU,pEH,kaTam,cana",19,1,"{'i': [3, 8, 9, 13, 17, 18], 'n2s': [6, 7], 'm1s': [2, 4, 5, 11, 12, 14], 'iic': [0, 1, 15]}","{'accusative': [3, 4], 'nominative': [0, 1, 2, 5, 6, 7]}"
2267,pt230.xml,"iic,m1s,i,m1s,x3s,m6s,iic,i,pre[1] m1s,m6s,m6s,x1p,m1p","a,pramAdaH,ca,kartavyaH,tvayA,rAjYaH,sam,A,Sraye,tvadIyasya,SarIrasya,vayam,vAgyopajIvinaH",13,1,"{'i': [2, 7], 'm1s': [1, 3], 'm6s': [5, 9, 10], 'iic': [0, 6]}","{'genitive': [2, 3, 4], 'nominative': [0, 1, 5]}"
